REFERENCIA;EAN;LAYOUT;NOME PT;CAPACIDADE;QTD PECAS;SELOS;APLICACOES;URL QR
136.024.001;7896779601363;3;Travessa Micro-ondas com Tampa;1.5 L;1;BPA,ATX,BRA,MIC,LAV,TRP;SOBR,FRIO,COZI;nitron.com.br/p/136.024.001
137.012.002;7896779601370;4;Frasqueira Medicamentos;2.8 L;1;BRA,EMP,FCL;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/137.012.002
137.012.009;7896779613717;4;Frasqueira Medicamentos;2.8 L;1;BRA,EMP,FCL;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/137.012.009
138.012.001;7896779613809;4;Organiza Tudo com 11 Divisórias;;1;BPA,BRA,EMP,FCL,RCL;FERR,PECA,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/138.012.001
139.012.001;7896779639144;3;Pote com 3 Divisórias;1.1 L;1;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/139.012.001
139.012.003;7896779613977;3;Pote com 3 Divisórias;1.1 L;1;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/139.012.003
140.012.001;7896779614042;4;Estojo Multi uso;;1;BPA,BRA,EMP,FCL,TRP,RCL;HIGI,MAQU,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/140.012.001
140.012.066;7896779666140;4;Estojo Multi uso;;1;BPA,BRA,EMP,FCL,RCL;HIGI,MAQU,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/140.012.066
142.006.002;7896779601424;4;Frasqueira Medicamentos;6.2 L;1;BRA,EMP,FCL;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/142.006.002
142.006.009;7896779614226;4;Frasqueira Medicamentos;6.2 L;1;ATX,BRA,EMP,FCL,RCL;MEDI,PET,COSM,MAQU,HIGI;nitron.com.br/p/142.006.009
144.006.002;7896779614462;2;Porta Talheres com 6 Div. e Tampa;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/144.006.002
144.006.003;7896779614455;2;Porta Talheres com 6 Div. e Tampa;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/144.006.003
146.024.001;7896779601462;2;Forma de Ovos e Omelet. Microondas;;1;BPA,ATX,BRA,MIC;COZI;nitron.com.br/p/146.024.001
147.012.604;7896779614721;4;Frasqueira Mini;1 L;1;BRA,EMP,HIG,FCL;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/147.012.604
147.012.607;7896779614738;4;Frasqueira Mini;1 L;1;BRA,EMP,FCL;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/147.012.607
148.004.002;7896779648153;3;Lixeira Basculante;14 L;1;ATX,BRA,TBA,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/148.004.002
148.004.003;7896779614868;3;Lixeira Basculante;14 L;1;BRA,TBA,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/148.004.003
149.024.001;7896779601493;3;Caçarola Legumix Micro-ondas;2.6 L;1;BPA,ATX,BRA,MIC,LAV,TRP;SOBR,FRIO,COZI;nitron.com.br/p/149.024.001
150.004.002;7896779615070;3;Lixeira com Pedal;16 L;1;BRA,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/150.004.002
150.004.003;7896779650101;3;Lixeira com Pedal;16 L;1;BRA,PED,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/150.004.003
151.012.001;7896779651153;3;Pote Alto com Travas;4.3 L;1;BPA,ATX,BRA,HER,LAV,EMP;GRAO,MASS,MANT,CAFE,ACUC,FARI;nitron.com.br/p/151.012.001
151.012.003;7896779651092;3;Pote Alto com Travas;4.3 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/151.012.003
152.006.002;7896779615230;3;Kit Mantimentos com 5 Peças;;5;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/152.006.002
152.006.003;7896779601523;3;Kit Mantimentos com 5 Peças;;5;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/152.006.003
153.012.002;7896779615377;3;Jarra com Tampa Flip Top;2 L;1;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/153.012.002
153.012.546;7896779653157;3;Jarra com Tampa Flip Top;2 L;1;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/153.012.546
154.006.861;7896779686100;2;Kit Pote Alto Coloratto com 2 Pçs;460 ML;2;BPA,ATX,BRA,HER;SOBR,MANT,FRIO,MASS;nitron.com.br/p/154.006.861
154.012.001;7896779615414;2;Pote Alto com Travas;460 ML;1;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/154.012.001
154.012.003;7896779615490;2;Pote Alto com Travas;460 ML;1;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/154.012.003
155.006.861;7896779686131;2;Kit Pote Alto Coloratto com 2 Pçs;850 ML;2;BPA,ATX,BRA,LAV;SOBR,MANT,FRIO,MASS;nitron.com.br/p/155.006.861
155.012.001;7896779655144;2;Pote Alto com Travas;850 ML;1;BPA,ATX,BRA,FRZ;TEMP,MANT,GRAO,CAFE;nitron.com.br/p/155.012.001
155.012.003;7896779615544;2;Pote Alto com Travas;850 ML;1;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/155.012.003
156.012.001;7896779656127;3;Pote Alto com Travas;2.2 L;1;BPA,ATX,BRA,FRZ,HER,LAV;TEMP,MANT,GRAO,CAFE,ACUC,FARI;nitron.com.br/p/156.012.001
156.012.003;7896779615643;3;Pote Alto com Travas;2.2 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/156.012.003
157.024.009;7896779615735;2;Pote Tomatinho com Travas;850 ML;1;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/157.024.009
158.024.029;7896779601585;2;Pote Feijão com Travas;850 ML;1;BPA,ATX,BRA,HER;GRAO,MANT,CAFE,ACUC;nitron.com.br/p/158.024.029
161.012.002;7896779616145;4;Porta Tudo;1 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/161.012.002
161.012.003;7896779616114;4;Porta Tudo;1 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/161.012.003
162.012.002;7896779616244;4;Cesto com Alça;8.5 L;1;BRA,EMP,HIG,FCL,RCL;BRIN,PECA,FERR,ESCR,DOCU,ROUP;nitron.com.br/p/162.012.002
162.012.003;7896779616213;4;Cesto com Alça;8.5 L;1;BRA,EMP,HIG,FCL,RCL;BRIN,PECA,FERR,ESCR,DOCU,ROUP;nitron.com.br/p/162.012.003
163.004.002;7896779641635;3;Lixeira Vime;12 L;1;BRA,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/163.004.002
163.004.003;7896779651634;3;Lixeira Vime;12 L;1;BRA,PED,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/163.004.003
163.004.086;7896779663200;3;Lixeira Vime;12 L;1;BPA,BRA,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/163.004.086
164.006.001;7896779616404;4;Maleta Organiza Tudo com Divisórias Móveis;;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/164.006.001
165.006.002;7896779616541;3;Escorredor de Pratos;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/165.006.002
165.006.003;7896779616510;3;Escorredor de Pratos;;1;BPA,ATX,BRA,LAV,FCL;COZI;nitron.com.br/p/165.006.003
165.006.086;7896779665198;3;Escorredor de Pratos;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/165.006.086
166.024.001;7896779616602;2;Porta Biscoitos e Terradas;650 ML;1;BPA,ATX,BRA,LAV;BISC,MANT,GRAO,CAFE;nitron.com.br/p/166.024.001
167.010.003;7896779616756;4;Cabide Still com 10 Peças;;10;BRA,EMP,FCL,RCL;ROUP;nitron.com.br/p/167.010.003
167.012.001;7896779616749;4;Cabide Still com 3 Peças;;3;BRA,EMP,FCL,TRP,RCL;ROUP;nitron.com.br/p/167.012.001
169.012.002;7896779616923;3;Boleira Barcelona com Alça;;1;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/169.012.002
169.012.003;7896779616954;3;Boleira Barcelona com Alça;;1;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/169.012.003
170.006.027;7896779617043;4;Caixa de Ferramentas Nitronfort;16 L;1;BRA,EMP,FCL,RCL;FERR,PECA,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/170.006.027
170.006.028;7896779601707;4;Caixa de Ferramentas Nitronfort;16 L;1;BRA,EMP,FCL,RCL;FERR,PECA,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/170.006.028
170.006.045;7896779670109;4;Caixa de Ferramentas Nitronfort;16 L;1;BRA,EMP,FCL,RCL;FERR,PECA,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/170.006.045
172.012.998;7896779617241;3;Pá de Lixo com Cabo;;1;ATX,BRA,FCL,RCL;LIMP;nitron.com.br/p/172.012.998
172.012.999;7896779617203;3;Pá de Lixo com Cabo;;1;ATX,BRA,FCL,RCL;LIMP;nitron.com.br/p/172.012.999
173.012.002;7896779617340;3;Lixeira Fenix;4.2 L;1;BRA,TBA,HIG,FCL,RCL;PET,LIMP,LIXO,COZI,BANH;nitron.com.br/p/173.012.002
173.012.003;7896779617357;3;Lixeira Fenix;4.2 L;1;BRA,TBA,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/173.012.003
176.024.001;7896779617609;2;Pote com Válvula e Travas;600 ML;1;BPA,ATX,BRA,VLV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/176.024.001
177.012.002;7896779617746;4;Cesto com Alça;5 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/177.012.002
177.012.003;7896779617715;4;Cesto com Alça;5 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/177.012.003
178.024.001;7896779617807;3;Caçarola Micro-ondas;1.5 L;1;BPA,ATX,BRA,MIC,LAV,TRP;SOBR,FRIO,COZI;nitron.com.br/p/178.024.001
179.024.001;7896779617906;3;Porta Frios com Pinça;1.1 L;1;BPA,ATX,BRA,LAV,HIG;COZI,MANT,TEMP;nitron.com.br/p/179.024.001
182.012.002;7896779618231;3;Jarra com Tampa Flip Top;4 L;1;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/182.012.002
182.012.546;7896779682157;3;Jarra com Tampa Flip Top;4 L;1;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/182.012.546
184.010.003;7896779618453;4;Cabide com 10 Peças;;10;BRA,EMP,FCL,RCL;ROUP;nitron.com.br/p/184.010.003
184.016.001;7896779618446;4;Cabide com 3 Peças;;3;BRA,EMP,FCL,TRP,RCL;ROUP;nitron.com.br/p/184.016.001
185.012.002;7896779618545;2;Porta Vassouras com 9 Posições;;1;BPA,ATX,BRA,FCL;FERR,PREG,LIMP,ROUP;nitron.com.br/p/185.012.002
185.012.003;7896779618514;2;Porta Vassouras com 9 Posições;;1;ATX,BRA,FCL,RCL;LIMP,ROUP,BANH;nitron.com.br/p/185.012.003
186.006.002;7896779618606;4;Frasqueira Medicamentos Mega Luxo;12 L;1;BRA,EMP,FCL;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/186.006.002
186.006.009;7896779686940;4;Frasqueira Medicamentos Mega Luxo;12 L;1;BPA,BRA,EMP,FCL;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/186.006.009
187.006.001;7896779618705;4;Organiza Tudo com Divisórias Móveis;;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/187.006.001
188.012.002;7896779618842;3;Escorredor de Pratos Super Prático;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/188.012.002
188.012.003;7896779618811;3;Escorredor de Pratos Super Prático;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/188.012.003
188.012.086;7896779688203;3;Escorredor de Pratos Super Prático;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/188.012.086
190.012.001;7896779619009;3;Kit Potes Altos com Travas e 3 Peças;;3;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/190.012.001
190.012.003;7896779619092;3;Kit Potes Altos com Travas e 3 Peças;;3;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/190.012.003
191.012.001;7896779691142;2;Pote com 2 Divisórias;720 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/191.012.001
191.012.003;7896779691166;2;Pote com 2 Divisórias;720 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/191.012.003
193.024.001;7896779693153;1;Saboneteira com Telinha;;1;BRA,HIG,FCL;BANH,HIGI;nitron.com.br/p/193.024.001
193.024.066;7896779619320;1;Saboneteira com Telinha;;1;BRA,HIG,FCL;BANH,HIGI;nitron.com.br/p/193.024.066
194.012.009;7896779619405;3;Caçarola Legumix Micro-ondas com Cesto;2.6 L;1;BPA,ATX,BRA,MIC,LAV,TRP;GRAO,SOBR,FRIO,COZI;nitron.com.br/p/194.012.009
195.006.012;7896779619535;4;Frasqueira Cristal com Divisórias;1.5 L;1;BRA,EMP,HIG,FCL,TRP;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/195.006.012
195.006.609;7896779619511;4;Frasqueira Cristal com Divisórias;1.5 L;1;BRA,EMP,HIG,FCL,TRP;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/195.006.609
196.006.001;7896779696116;3;Pote Premium;7.9 L;1;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/196.006.001
197.024.010;7896779619702;2;Marmita Due com Divisória Móvel;600 ML;1;BPA,ATX,BRA,LAV;SOBR,MANT,GRAO,CAFE;nitron.com.br/p/197.024.010
198.012.001;7896779619849;4;Estojo Super Prático;;1;BPA,BRA,EMP,FCL,TRP,RCL;HIGI,MAQU,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/198.012.001
198.012.066;7896779619856;4;Estojo Super Prático;;1;BPA,BRA,EMP,FCL,RCL;HIGI,MAQU,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/198.012.066
199.006.001;7896779619900;4;Caixa Organizadora Nitronbox;27 L;1;BRA,EMP,FCL,TRP,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/199.006.001
200.004.001;7896779692002;4;Caixa Organizadora Nitronbox;50 L;1;BRA,EMP,FCL,TRP,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/200.004.001
202.006.001;7896779620296;4;Frasqueira Oval com Bandeja;4.4 L;1;BRA,EMP,FCL;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/202.006.001
202.006.002;7896779620234;4;Frasqueira Medicamentos Oval com Bandeja;4.4 L;1;BRA,EMP,FCL;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/202.006.002
202.006.009;7896779620241;4;Frasqueira Medicamentos Oval com Bandeja;4.4 L;1;BRA,EMP,FCL;MEDI,PET,COSM,MAQU,HIGI;nitron.com.br/p/202.006.009
202.006.012;7896779620227;4;Frasqueira Oval com Bandeja;4.4 L;1;BRA,EMP,FCL;COST,PET,MEDI,COSM,MAQU,HIGI;nitron.com.br/p/202.006.012
203.006.003;7896779620326;3;Pote Ultraforte com Tela e Travas;4 L;1;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/203.006.003
205.006.861;7896779685127;2;Kit Pote Fit Coloratto com 2 Peças;450 ML;2;BPA,ATX,BRA,LAV;SOBR,MANT,FRIO,MASS;nitron.com.br/p/205.006.861
205.006.862;7896779629039;2;Kit Pote Fit Coloratto com 3 Peças;450 ML;3;BPA,ATX,BRA,LAV;SOBR,MANT,FRIO,MASS;nitron.com.br/p/205.006.862
205.006.P01;7896779650057;2;Kit POP com 6 Potes Fits;450 ML;6;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/205.006.P01
205.012.001;7896779620517;2;Pote Retangular Fit;450 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/205.012.001
205.012.003;7896779620593;2;Pote Retangular Fit;450 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/205.012.003
207.012.002;7896779620746;2;Jarra Medidora Top Mix;850 ML;1;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/207.012.002
207.012.547;7896779620715;2;Jarra Medidora Top Mix;850 ML;1;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/207.012.547
207.024.001;7896779602070;2;Jarra Medidora Top Mix;850 ML;1;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/207.024.001
209.012.003;7896779620913;2;Marmita com Porta Talheres;715 ML;1;BPA,ATX,BRA,MIC;SOBR,MANT,GRAO,CAFE;nitron.com.br/p/209.012.003
211.012.002;7896779621170;3;Cantoneira para banheiro Smart;;1;BRA,HIG,FCL,RCL;DECO;nitron.com.br/p/211.012.002
211.012.003;7896779621163;3;Cantoneira para banheiro Smart;;1;BRA,HIG,FCL,RCL;DECO;nitron.com.br/p/211.012.003
212.012.003;7896779621217;2;Pote com Travas e 2 Divisórias;600 ML;1;BPA,ATX,BRA,MIC;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/212.012.003
214.006.002;7896779621446;4;Organizador Multiuso Rattan com 6 Divisórias;;1;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/214.006.002
214.006.003;7896779621415;4;Organizador Multiuso Rattan com 6 Divisórias;;1;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/214.006.003
214.006.086;7896779614202;4;Organizador Multiuso Rattan com 6 Divisórias;;1;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/214.006.086
215.012.003;7896779621514;3;Pote Ultraforte com Travas;2.1 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/215.012.003
216.012.003;7896779616039;3;Pote Ultraforte com Travas;4 L;1;BPA,ATX,BRA,MIC,HER,LAV;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/216.012.003
217.012.003;7896779621729;3;Pote Ultraforte com Travas;6.9 L;1;BPA,ATX,BRA,MIC,HER,LAV;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/217.012.003
219.006.563;7896779621941;4;Frasqueira Rattan;9.4 L;1;BRA,EMP,HIG,FCL;MAQU,MEDI,COSM,HIGI;nitron.com.br/p/219.006.563
221.012.002;7896779621071;2;Saleiro Premier com Alça;1 KG;1;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/221.012.002
221.012.003;7896779610082;2;Saleiro Premier com Alça;1 KG;1;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/221.012.003
222.012.002;7896779627219;3;Jarra com Tampa Flip Top;1.4 L;1;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/222.012.002
222.012.546;7896779622269;3;Jarra com Tampa Flip Top;1.4 L;1;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/222.012.546
2231.024.009;7896779622313;3;Porta Frios com Tela;1.4 L;1;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/2231.024.009
2232.012.009;7896779622320;3;Porta Frios Duplo com Tela;2.8 L;1;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/2232.012.009
224.012.002;7896779622474;3;Porta Talher Escorre e Guarda;;1;BPA,ATX,BRA,LAV,HIG,FCL;PET,COZI,MANT,TEMP;nitron.com.br/p/224.012.002
224.012.003;7896779624126;3;Porta Talher Escorre e Guarda;;1;BPA,ATX,BRA,LAV,HIG,FCL;PET,COZI,MANT,TEMP;nitron.com.br/p/224.012.003
224.012.086;7896779624201;3;Porta Talher Escorre e Guarda;;1;BPA,ATX,BRA,LAV,HIG;PET,COZI,MANT,TEMP;nitron.com.br/p/224.012.086
227.036.998;7896779622795;2;Copo Infantil com Alça;;1;BPA,ATX,BRA,LAV;BEBI,BRIN;nitron.com.br/p/227.036.998
227.036.999;7896779602278;1;Copo Infantil com Alça;320 ML;1;BPA,ATX,BRA;BEBI,BRIN;nitron.com.br/p/227.036.999
2270.012.001;7896779627127;3;Pote Redondo com Travas;2.3 L;1;BPA,ATX,BRA,HER,LAV,EMP;BRIN,ROUP,MAQU,MANT,GRAO,CAFE;nitron.com.br/p/2270.012.001
2270.012.003;7896779627165;3;Pote Redondo com Travas;2.3 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2270.012.003
228.012.003;7896779622832;3;Pote com Travas Laterais;1.1 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/228.012.003
2280.012.001;7896779622818;3;Pote Redondo com Travas;1.1 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2280.012.001
2280.012.003;7896779622870;3;Pote Redondo com Travas;1.1 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2280.012.003
229.012.001;7896779602292;3;Cook Freezer Micro-ondas com Cesto;3 L;1;BPA,ATX,BRA,MIC,FRZ,LAV;SOBR,FRIO,COZI;nitron.com.br/p/229.012.001
2290.006.862;7896779630417;2;Kit Pote Redondo Coloratto c/ 3 Pçs;450 ML;3;BPA,ATX,BRA,MIC;SOBR,MANT,FRIO,MASS;nitron.com.br/p/2290.006.862
2290.012.001;7896779629145;2;Pote Redondo com Travas;450 ML;1;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/2290.012.001
2290.012.003;7896779622931;2;Pote Redondo com Travas;450 ML;1;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/2290.012.003
231.006.861;7896779689125;1;Kit Pote Raso Coloratto c/ 2 Pçs;270 ML;2;BPA,ATX,BRA;SOBR,MANT,FRIO;nitron.com.br/p/231.006.861
231.006.862;7896779691111;1;Kit Pote Raso Coloratto c/ 3 Pçs;270 ML;3;BPA,ATX,BRA;SOBR,MANT,FRIO;nitron.com.br/p/231.006.862
231.006.P01;7896779631032;1;Kit POP com 6 Potes Retang.;270 ML;6;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/231.006.P01
231.012.001;7896779631148;1;Pote Raso com Travas;270 ML;1;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/231.012.001
231.012.003;7896779623181;1;Pote Raso com Travas;270 ML;1;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/231.012.003
232.006.861;7896779632824;2;Kit Pote Raso Coloratto com 2 Pçs;500 ML;2;BPA,ATX,BRA,LAV;SOBR,MANT,FRIO,MASS;nitron.com.br/p/232.006.861
232.006.862;7896779632855;2;Kit Pote Raso Coloratto com 3 Pçs;500 ML;3;BPA,ATX,BRA,LAV;SOBR,MANT,FRIO,MASS;nitron.com.br/p/232.006.862
232.012.001;7896779632145;2;Pote Raso com Travas;500 ML;1;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/232.012.001
232.012.003;7896779623297;2;Pote Raso com Travas;500 ML;1;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/232.012.003
233.012.001;7896779633111;3;Pote Raso com Travas;1.1 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/233.012.001
233.012.003;7896779623396;3;Pote Raso com Travas;1.1 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/233.012.003
234.012.001;7896779623419;3;Pote Raso com Travas;2.3 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/234.012.001
234.012.003;7896779623495;3;Pote Raso com Travas;2.3 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/234.012.003
235.012.001;7896779635207;2;Pote Acoplado com Rosca;500 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/235.012.001
235.012.002;7896779623518;2;Pote Acoplado com Rosca;500 ML;1;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/235.012.002
235.012.003;7896779623532;2;Pote Acoplado com Rosca;500 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/235.012.003
235.012.671;7896779623563;2;Pote Acoplado com Rosca - Sal;500 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/235.012.671
236.012.001;7896779636211;2;Pote Acoplado com Rosca;1 L;1;BPA,ATX,BRA,MIC;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/236.012.001
236.012.002;7896779623648;2;Pote Acoplado com Rosca;1 L;1;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/236.012.002
236.012.003;7896779623655;2;Pote Acoplado com Rosca;1 L;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/236.012.003
236.012.667;7896779636129;2;Pote Sal Grosso Acoplado com Rosca;1 L;1;BPA,ATX,BRA,LAV;ACUC,MANT,GRAO,CAFE;nitron.com.br/p/236.012.667
236.012.668;7896779623679;2;Pote Sal Grosso Acopl. c/ Rosca - Café;1 L;1;BPA,ATX,BRA,LAV;ACUC,CAFE,MANT,GRAO;nitron.com.br/p/236.012.668
236.012.669;7896779623686;2;Pote Sal Grosso Acopl. c/ Rosca - Arroz;1 L;1;BPA,ATX,BRA,LAV;ACUC,GRAO,MANT,CAFE;nitron.com.br/p/236.012.669
236.012.670;7896779636105;2;Pote Sal Grosso Acopl. c/ Rosca - Farinha;1 L;1;BPA,ATX,BRA,LAV;ACUC,FARI,MANT,GRAO;nitron.com.br/p/236.012.670
236.012.671;7896779636150;2;Pote Sal Grosso Acopl. c/ Rosca - Feijão;1 L;1;BPA,ATX,BRA,LAV;ACUC,GRAO,MANT,CAFE;nitron.com.br/p/236.012.671
