modulo,area,prateleira,altura_face_mm,zona,vao_livre_mm,facing,facings_na_prateleira,ordem,referencia,nome,ambiente,categoria,frente_mm,profundidade_min_mm,altura_mm,faturamento_12m,clientes
13,Paredão sul,6,1409,olhos,247,1,1,2,2270.012.003,Pote Redondo com Travas,COZINHA,POTES,205,285,101,94150.2,204
13,Paredão sul,6,1409,olhos,247,1,1,3,154.012.001,Pote Alto com Travas,COZINHA,POTES,100,285,70,101377.25,826
13,Paredão sul,6,1409,olhos,247,1,1,4,154.006.861,Kit Pote Alto Coloratto Com 2 Pecas - 460Ml (286/K),COZINHA,POTES,100,285,140,36688.83,201
13,Paredão sul,6,1409,olhos,247,1,1,5,154.012.003,Pote Alto com Travas,COZINHA,POTES,100,285,70,8989.92,121
13,Paredão sul,7,1671,olhos,222,1,1,1,030.012.001,Pote Monterey com 3 Divisórias,COZINHA,POTES,212,285,55,250297.93,459
13,Paredão sul,7,1671,olhos,222,1,1,2,030.012.003,Pote Monterey com 3 Divisórias,COZINHA,POTES,212,285,55,25746.36,95
13,Paredão sul,7,1671,olhos,222,1,1,3,362.012.003,Pote Acucar Acoplado Com Rosca - 2L,COZINHA,POTES,140,285,179,248403.06,1001
13,Paredão sul,7,1671,olhos,222,1,1,4,363.012.003,Pote Cafe Acoplado Com Rosca - 2L,COZINHA,POTES,140,285,179,247062.72,710
14,Paredão sul,1,100,chao,247,3,1,1,3770.012.001,Pote Quadrado com Travas,COZINHA,POTES,185,285,88,264644.58,723
14,Paredão sul,1,100,chao,247,3,1,2,3770.012.003,Pote Quadrado com Travas,COZINHA,POTES,185,285,88,10284.36,50
14,Paredão sul,1,100,chao,247,3,1,3,155.012.001,Pote Alto com Travas,COZINHA,POTES,110,285,90,227906.2,945
14,Paredão sul,1,100,chao,247,3,1,4,155.006.861,Kit Pote Alto Coloratto Com 2 Pecas - 850 Ml,COZINHA,POTES,110,285,180,13920.07,108
14,Paredão sul,1,100,chao,247,3,1,5,155.012.003,Pote Alto com Travas,COZINHA,POTES,110,285,90,12062.91,104
14,Paredão sul,2,362,chao,247,3,1,1,3770.012.001,Pote Quadrado com Travas,COZINHA,POTES,185,285,88,264644.58,723
14,Paredão sul,2,362,chao,247,3,1,2,3770.012.003,Pote Quadrado com Travas,COZINHA,POTES,185,285,88,10284.36,50
14,Paredão sul,2,362,chao,247,3,1,3,155.012.001,Pote Alto com Travas,COZINHA,POTES,110,285,90,227906.2,945
14,Paredão sul,2,362,chao,247,3,1,4,155.006.861,Kit Pote Alto Coloratto Com 2 Pecas - 850 Ml,COZINHA,POTES,110,285,180,13920.07,108
14,Paredão sul,2,362,chao,247,3,1,5,155.012.003,Pote Alto com Travas,COZINHA,POTES,110,285,90,12062.91,104
14,Paredão sul,3,624,chao,247,3,1,1,3770.012.001,Pote Quadrado com Travas,COZINHA,POTES,185,285,88,264644.58,723
14,Paredão sul,3,624,chao,247,3,1,2,3770.012.003,Pote Quadrado com Travas,COZINHA,POTES,185,285,88,10284.36,50
14,Paredão sul,3,624,chao,247,3,1,3,155.012.001,Pote Alto com Travas,COZINHA,POTES,110,285,90,227906.2,945
14,Paredão sul,3,624,chao,247,3,1,4,155.006.861,Kit Pote Alto Coloratto Com 2 Pecas - 850 Ml,COZINHA,POTES,110,285,180,13920.07,108
14,Paredão sul,3,624,chao,247,3,1,5,155.012.003,Pote Alto com Travas,COZINHA,POTES,110,285,90,12062.91,104
14,Paredão sul,4,886,maos,247,1,1,1,197.024.010,Pote com Travas e 2 Div.,COZINHA,POTES,119,285,57,25836.6,160
14,Paredão sul,4,886,maos,247,1,1,2,190.012.001,Pote Alto com Travas,COZINHA,POTES,145,285,218,24459.0,80
14,Paredão sul,4,886,maos,247,1,1,3,190.012.003,Pote Alto com Travas,COZINHA,POTES,145,285,218,1140.12,5
14,Paredão sul,4,886,maos,247,1,1,4,821.004.001,Pote com Tampa Fixa,COZINHA,POTES,130,285,77,24905.44,84
14,Paredão sul,4,886,maos,247,1,1,5,821.004.003,Pote com Tampa Fixa,COZINHA,POTES,130,285,77,549.2,5
14,Paredão sul,5,1148,maos,247,1,1,1,3840.016.003,Kit Pote Café e Açúcar,COZINHA,POTES,183,285,155,82918.9,140
14,Paredão sul,5,1148,maos,247,1,1,2,2280.012.001,Pote Redondo com Travas,COZINHA,POTES,165,285,81,77902.76,379
14,Paredão sul,5,1148,maos,247,1,1,3,2280.012.003,Pote Redondo com Travas,COZINHA,POTES,165,285,81,3954.96,48
14,Paredão sul,5,1148,maos,247,1,1,4,246.024.001,Pote Alto com Válvula,COZINHA,POTES,120,285,70,79316.29,375
14,Paredão sul,6,1409,olhos,247,1,1,1,2570.012.001,Pote Alto Retangular,COZINHA,POTES,210,372,100,164887.93,456
14,Paredão sul,6,1409,olhos,247,1,1,2,2570.012.003,Pote Alto Retangular,COZINHA,POTES,210,372,100,25730.86,109
14,Paredão sul,6,1409,olhos,247,1,1,3,3820.016.644,Kit Pote Café e Açúcar,COZINHA,POTES,156,285,127,146163.07,546
14,Paredão sul,6,1409,olhos,247,1,1,4,360.012.003,Pote Feijao Acoplado Com Rosca - 2L,COZINHA,POTES,140,285,179,142422.77,540
14,Paredão sul,7,1671,olhos,222,1,1,1,3770.012.001,Pote Quadrado com Travas,COZINHA,POTES,185,285,88,264644.58,723
14,Paredão sul,7,1671,olhos,222,1,1,2,3770.012.003,Pote Quadrado com Travas,COZINHA,POTES,185,285,88,10284.36,50
14,Paredão sul,7,1671,olhos,222,1,1,3,155.012.001,Pote Alto com Travas,COZINHA,POTES,110,285,90,227906.2,945
14,Paredão sul,7,1671,olhos,222,1,1,4,155.006.861,Kit Pote Alto Coloratto Com 2 Pecas - 850 Ml,COZINHA,POTES,110,285,180,13920.07,108
14,Paredão sul,7,1671,olhos,222,1,1,5,155.012.003,Pote Alto com Travas,COZINHA,POTES,110,285,90,12062.91,104
15,Paredão sul,1,100,chao,247,3,1,1,234.012.001,Pote Raso com Travas,COZINHA,POTES,180,285,80,236917.52,688
15,Paredão sul,1,100,chao,247,3,1,2,234.012.003,Pote Raso com Travas,COZINHA,POTES,180,285,80,18507.72,86
15,Paredão sul,1,100,chao,247,3,1,3,151.012.001,Pote Alto com Travas,COZINHA,POTES,180,285,140,213603.16,544
15,Paredão sul,1,100,chao,247,3,1,4,151.012.003,Pote Alto com Travas,COZINHA,POTES,180,285,140,31858.92,78
15,Paredão sul,2,362,chao,247,3,1,1,234.012.001,Pote Raso com Travas,COZINHA,POTES,180,285,80,236917.52,688
15,Paredão sul,2,362,chao,247,3,1,2,234.012.003,Pote Raso com Travas,COZINHA,POTES,180,285,80,18507.72,86
15,Paredão sul,2,362,chao,247,3,1,3,151.012.001,Pote Alto com Travas,COZINHA,POTES,180,285,140,213603.16,544
15,Paredão sul,2,362,chao,247,3,1,4,151.012.003,Pote Alto com Travas,COZINHA,POTES,180,285,140,31858.92,78
15,Paredão sul,3,624,chao,247,3,1,1,234.012.001,Pote Raso com Travas,COZINHA,POTES,180,285,80,236917.52,688
15,Paredão sul,3,624,chao,247,3,1,2,234.012.003,Pote Raso com Travas,COZINHA,POTES,180,285,80,18507.72,86
15,Paredão sul,3,624,chao,247,3,1,3,151.012.001,Pote Alto com Travas,COZINHA,POTES,180,285,140,213603.16,544
15,Paredão sul,3,624,chao,247,3,1,4,151.012.003,Pote Alto com Travas,COZINHA,POTES,180,285,140,31858.92,78
15,Paredão sul,4,886,maos,247,1,1,1,361.012.003,Pote Farinha Acoplado Com Rosca - 2L,COZINHA,POTES,140,285,179,23619.99,232
15,Paredão sul,4,886,maos,247,1,1,2,228.012.003,Pote c/ Travas Laterais,COZINHA,POTES,165,285,80,22305.54,208
15,Paredão sul,4,886,maos,247,1,1,3,554.012.001,Pote com Tampa Fixa,COZINHA,POTES,80,285,60,17767.83,246
15,Paredão sul,4,886,maos,247,1,1,4,554.012.003,Pote com Tampa Fixa,COZINHA,POTES,80,285,60,2079.48,48
15,Paredão sul,4,886,maos,247,1,1,5,323.006.003,"Pote Modular - Preto 2,4L",COZINHA,POTES,235,285,108,3615.06,39
15,Paredão sul,5,1148,maos,247,1,1,1,2290.006.862,Coloratto com 3 Peças,COZINHA,POTES,125,285,180,42059.06,171
15,Paredão sul,5,1148,maos,247,1,1,2,2290.012.001,Pote Redondo com Travas,COZINHA,POTES,125,285,61,21719.79,264
15,Paredão sul,5,1148,maos,247,1,1,3,2290.012.003,Pote Redondo com Travas,COZINHA,POTES,125,285,61,4306.8,68
15,Paredão sul,5,1148,maos,247,1,1,4,301.012.001,Pote Raso Retangular Raso,COZINHA,POTES,150,285,50,53979.69,441
15,Paredão sul,5,1148,maos,247,1,1,5,301.012.003,Pote Raso Retangular Raso,COZINHA,POTES,150,285,50,11339.56,98
15,Paredão sul,6,1409,olhos,247,1,1,1,3760.012.001,Pote Quadrado com Travas,COZINHA,POTES,240,285,110,179756.96,406
15,Paredão sul,6,1409,olhos,247,1,1,2,3760.012.003,Pote Quadrado com Travas,COZINHA,POTES,240,285,110,3724.32,23
15,Paredão sul,6,1409,olhos,247,1,1,3,359.012.003,Pote Arroz Acoplado Com Rosca - 2L,COZINHA,POTES,140,285,179,128599.85,389
15,Paredão sul,6,1409,olhos,247,1,1,4,352.012.001,Kit Potes Modulares com 3 Peças,COZINHA,POTES,93,285,231,11700.51,48
15,Paredão sul,7,1671,olhos,222,1,1,1,234.012.001,Pote Raso com Travas,COZINHA,POTES,180,285,80,236917.52,688
15,Paredão sul,7,1671,olhos,222,1,1,2,234.012.003,Pote Raso com Travas,COZINHA,POTES,180,285,80,18507.72,86
15,Paredão sul,7,1671,olhos,222,1,1,3,151.012.001,Pote Alto com Travas,COZINHA,POTES,180,285,140,213603.16,544
15,Paredão sul,7,1671,olhos,222,1,1,4,151.012.003,Pote Alto com Travas,COZINHA,POTES,180,285,140,31858.92,78
16,Paredão sul,1,100,chao,247,3,1,1,034.012.001,Pote Mônaco com 3 Divisórias,COZINHA,POTES,190,285,50,244281.34,712
16,Paredão sul,1,100,chao,247,3,1,2,034.012.003,Pote Mônaco com 3 Divisórias,COZINHA,POTES,190,285,50,5421.13,31
16,Paredão sul,1,100,chao,247,3,1,3,243.024.001,"Pote Raso Com Valvula - 1,9L (243)",COZINHA,POTES,185,372,59,231692.59,490
16,Paredão sul,1,100,chao,247,3,1,4,242.024.001,Pote Raso com Válvula,COZINHA,POTES,150,285,50,213170.68,563
16,Paredão sul,2,362,chao,247,3,1,1,034.012.001,Pote Mônaco com 3 Divisórias,COZINHA,POTES,190,285,50,244281.34,712
16,Paredão sul,2,362,chao,247,3,1,2,034.012.003,Pote Mônaco com 3 Divisórias,COZINHA,POTES,190,285,50,5421.13,31
16,Paredão sul,2,362,chao,247,3,1,3,243.024.001,"Pote Raso Com Valvula - 1,9L (243)",COZINHA,POTES,185,372,59,231692.59,490
16,Paredão sul,2,362,chao,247,3,1,4,242.024.001,Pote Raso com Válvula,COZINHA,POTES,150,285,50,213170.68,563
16,Paredão sul,3,624,chao,247,3,1,1,034.012.001,Pote Mônaco com 3 Divisórias,COZINHA,POTES,190,285,50,244281.34,712
16,Paredão sul,3,624,chao,247,3,1,2,034.012.003,Pote Mônaco com 3 Divisórias,COZINHA,POTES,190,285,50,5421.13,31
16,Paredão sul,3,624,chao,247,3,1,3,243.024.001,"Pote Raso Com Valvula - 1,9L (243)",COZINHA,POTES,185,372,59,231692.59,490
16,Paredão sul,3,624,chao,247,3,1,4,242.024.001,Pote Raso com Válvula,COZINHA,POTES,150,285,50,213170.68,563
16,Paredão sul,4,886,maos,247,1,2,1,236.012.671,Pote Feijão Acoplado Com Rosca - 1L,COZINHA,POTES,118,285,150,1981.44,25
16,Paredão sul,4,886,maos,247,1,2,2,236.012.669,Pote Arroz Acoplado Com Rosca - 1L,COZINHA,POTES,118,285,150,1779.96,24
16,Paredão sul,4,886,maos,247,1,2,3,236.012.670,Pote Farinha Acoplado Com Rosca - 1L,COZINHA,POTES,118,285,150,800.52,11
16,Paredão sul,5,1148,maos,247,1,1,1,191.012.001,Pote com 2 Divisórias,COZINHA,POTES,170,285,67,52479.02,308
16,Paredão sul,5,1148,maos,247,1,1,2,191.012.003,Pote com 2 Divisórias,COZINHA,POTES,170,285,67,11491.56,61
16,Paredão sul,5,1148,maos,247,1,1,3,249.012.020,Pote Temperos Acoplado Com Rosca - 500Ml (249),COZINHA,POTES,118,285,82,63895.87,335
16,Paredão sul,5,1148,maos,247,1,1,4,2500.012.001,Pote Alto Retangular,COZINHA,POTES,119,285,66,46733.4,499
16,Paredão sul,5,1148,maos,247,1,1,5,2500.012.003,Pote Alto Retangular,COZINHA,POTES,119,285,66,4268.28,59
16,Paredão sul,6,1409,olhos,247,1,1,1,050.012.001,Pote Premier com 4 Divisórias,COZINHA,POTES,225,285,50,144018.86,497
16,Paredão sul,6,1409,olhos,247,1,1,2,050.012.003,Pote Premier com 4 Divisórias,COZINHA,POTES,225,285,50,16743.48,87
16,Paredão sul,6,1409,olhos,247,1,1,3,317.012.001,Marmita Fit,COZINHA,POTES,100,285,62,110430.97,217
16,Paredão sul,6,1409,olhos,247,1,1,4,317.012.003,Marmita Fit,COZINHA,POTES,127,285,68,3737.16,38
16,Paredão sul,7,1671,olhos,222,1,1,1,034.012.001,Pote Mônaco com 3 Divisórias,COZINHA,POTES,190,285,50,244281.34,712
16,Paredão sul,7,1671,olhos,222,1,1,2,034.012.003,Pote Mônaco com 3 Divisórias,COZINHA,POTES,190,285,50,5421.13,31
16,Paredão sul,7,1671,olhos,222,1,1,3,243.024.001,"Pote Raso Com Valvula - 1,9L (243)",COZINHA,POTES,185,372,59,231692.59,490
16,Paredão sul,7,1671,olhos,222,1,1,4,242.024.001,Pote Raso com Válvula,COZINHA,POTES,150,285,50,213170.68,563
17,Paredão sul,1,100,chao,247,3,1,1,238.012.001,Pote Acoplado Com Rosca - Transparente 2L,COZINHA,POTES,140,285,179,181397.0,538
17,Paredão sul,1,100,chao,247,3,1,2,238.012.002,Pote Acoplado Branco C/Rosca 2L,COZINHA,POTES,140,285,178,37681.16,270
17,Paredão sul,1,100,chao,247,3,1,3,238.012.003,Pote Acoplado Preto C/Rosca 2L,COZINHA,POTES,140,285,178,15931.33,91
17,Paredão sul,1,100,chao,247,3,1,4,216.012.003,Pote Ultraforte com Travas,COZINHA,POTES,200,372,105,212734.84,606
17,Paredão sul,2,362,chao,247,3,1,1,238.012.001,Pote Acoplado Com Rosca - Transparente 2L,COZINHA,POTES,140,285,179,181397.0,538
17,Paredão sul,2,362,chao,247,3,1,2,238.012.002,Pote Acoplado Branco C/Rosca 2L,COZINHA,POTES,140,285,178,37681.16,270
17,Paredão sul,2,362,chao,247,3,1,3,238.012.003,Pote Acoplado Preto C/Rosca 2L,COZINHA,POTES,140,285,178,15931.33,91
17,Paredão sul,2,362,chao,247,3,1,4,216.012.003,Pote Ultraforte com Travas,COZINHA,POTES,200,372,105,212734.84,606
17,Paredão sul,3,624,chao,247,3,1,1,238.012.001,Pote Acoplado Com Rosca - Transparente 2L,COZINHA,POTES,140,285,179,181397.0,538
17,Paredão sul,3,624,chao,247,3,1,2,238.012.002,Pote Acoplado Branco C/Rosca 2L,COZINHA,POTES,140,285,178,37681.16,270
17,Paredão sul,3,624,chao,247,3,1,3,238.012.003,Pote Acoplado Preto C/Rosca 2L,COZINHA,POTES,140,285,178,15931.33,91
17,Paredão sul,3,624,chao,247,3,1,4,216.012.003,Pote Ultraforte com Travas,COZINHA,POTES,200,372,105,212734.84,606
17,Paredão sul,4,886,maos,247,3,1,1,238.012.001,Pote Acoplado Com Rosca - Transparente 2L,COZINHA,POTES,140,285,179,181397.0,538
17,Paredão sul,4,886,maos,247,3,1,2,238.012.002,Pote Acoplado Branco C/Rosca 2L,COZINHA,POTES,140,285,178,37681.16,270
17,Paredão sul,4,886,maos,247,3,1,3,238.012.003,Pote Acoplado Preto C/Rosca 2L,COZINHA,POTES,140,285,178,15931.33,91
17,Paredão sul,4,886,maos,247,3,1,4,216.012.003,Pote Ultraforte com Travas,COZINHA,POTES,200,372,105,212734.84,606
17,Paredão sul,5,1148,maos,247,1,1,1,235.012.001,Pote Acoplado Com Rosca - Transparente 500Ml,COZINHA,POTES,118,285,82,27450.1,304
17,Paredão sul,5,1148,maos,247,1,1,2,235.012.002,Pote Acoplado Com Rosca - Branco 500Ml,COZINHA,POTES,118,285,82,18563.1,169
17,Paredão sul,5,1148,maos,247,1,1,3,235.012.003,Pote Acoplado Preto C/Rosca 500Ml,COZINHA,POTES,118,285,82,9735.2,106
17,Paredão sul,5,1148,maos,247,1,1,4,235.012.671,Pote Acoplado Preto C/Rosca - Sal 500Ml,COZINHA,POTES,118,285,82,4076.4,66
17,Paredão sul,5,1148,maos,247,1,1,5,248.012.009,Pote Tomatinho Acoplado Com Rosca - 500Ml (248),COZINHA,POTES,118,285,82,48255.55,368
17,Paredão sul,6,1409,olhos,247,1,1,1,239.012.001,Pote Acoplado Com Rosca - Transparente 3L,COZINHA,POTES,155,285,217,75341.37,308
17,Paredão sul,6,1409,olhos,247,1,1,2,239.012.002,Pote Acoplado Com Rosca - Branco 3L,COZINHA,POTES,155,285,217,43119.56,171
17,Paredão sul,6,1409,olhos,247,1,1,3,239.012.003,Pote Acoplado Preto C/Rosca 3L,COZINHA,POTES,155,285,217,20142.12,106
17,Paredão sul,6,1409,olhos,247,1,1,4,817.012.001,Pote Alto com Válvula,COZINHA,POTES,150,285,70,111682.0,364
17,Paredão sul,7,1671,olhos,222,1,1,1,238.012.001,Pote Acoplado Com Rosca - Transparente 2L,COZINHA,POTES,140,285,179,181397.0,538
17,Paredão sul,7,1671,olhos,222,1,1,2,238.012.002,Pote Acoplado Branco C/Rosca 2L,COZINHA,POTES,140,285,178,37681.16,270
17,Paredão sul,7,1671,olhos,222,1,1,3,238.012.003,Pote Acoplado Preto C/Rosca 2L,COZINHA,POTES,140,285,178,15931.33,91
17,Paredão sul,7,1671,olhos,222,1,1,4,216.012.003,Pote Ultraforte com Travas,COZINHA,POTES,200,372,105,212734.84,606
18,Paredão sul,1,100,chao,247,3,1,1,217.012.003,Pote Ultraforte com Travas,COZINHA,POTES,240,372,128,230051.12,513
18,Paredão sul,1,100,chao,247,3,1,2,2590.012.001,Pote Alto Retangular,COZINHA,POTES,150,285,72,187616.03,671
18,Paredão sul,1,100,chao,247,3,1,3,2590.012.003,Pote Alto Retangular,COZINHA,POTES,150,285,72,41793.72,124
18,Paredão sul,2,362,chao,247,3,1,1,217.012.003,Pote Ultraforte com Travas,COZINHA,POTES,240,372,128,230051.12,513
18,Paredão sul,2,362,chao,247,3,1,2,2590.012.001,Pote Alto Retangular,COZINHA,POTES,150,285,72,187616.03,671
18,Paredão sul,2,362,chao,247,3,1,3,2590.012.003,Pote Alto Retangular,COZINHA,POTES,150,285,72,41793.72,124
18,Paredão sul,3,624,chao,247,3,1,1,217.012.003,Pote Ultraforte com Travas,COZINHA,POTES,240,372,128,230051.12,513
18,Paredão sul,3,624,chao,247,3,1,2,2590.012.001,Pote Alto Retangular,COZINHA,POTES,150,285,72,187616.03,671
18,Paredão sul,3,624,chao,247,3,1,3,2590.012.003,Pote Alto Retangular,COZINHA,POTES,150,285,72,41793.72,124
18,Paredão sul,4,886,maos,247,3,1,1,217.012.003,Pote Ultraforte com Travas,COZINHA,POTES,240,372,128,230051.12,513
18,Paredão sul,4,886,maos,247,3,1,2,2590.012.001,Pote Alto Retangular,COZINHA,POTES,150,285,72,187616.03,671
18,Paredão sul,4,886,maos,247,3,1,3,2590.012.003,Pote Alto Retangular,COZINHA,POTES,150,285,72,41793.72,124
18,Paredão sul,5,1148,maos,247,1,1,1,212.012.003,Pote com Travas e 2 Div.,COZINHA,POTES,130,285,60,46851.82,275
18,Paredão sul,5,1148,maos,247,1,1,2,556.012.001,Pote com Tampa Fixa,COZINHA,POTES,130,285,77,42673.55,331
18,Paredão sul,5,1148,maos,247,1,1,3,556.012.003,Pote com Tampa Fixa,COZINHA,POTES,130,285,77,3700.44,41
18,Paredão sul,5,1148,maos,247,1,1,4,319.012.001,Pote Modular - Transparente 250Ml,COZINHA,POTES,78,285,69,42014.81,272
18,Paredão sul,5,1148,maos,247,1,1,5,319.012.003,Pote Modular - Preto 250Ml,COZINHA,POTES,113,285,58,3236.4,48
18,Paredão sul,6,1409,olhos,247,1,1,1,231.012.001,Pote Raso com Travas,COZINHA,POTES,100,285,40,80234.86,759
18,Paredão sul,6,1409,olhos,247,1,1,2,231.006.861,Kit Pote Raso Coloratto Com 2 Pecas - 270Ml (289/K),COZINHA,POTES,96,285,80,23410.6,164
18,Paredão sul,6,1409,olhos,247,1,1,3,231.006.862,Kit Pote Raso Coloratto Com 3 Pecas - 270Ml (291/K),COZINHA,POTES,96,285,120,18076.82,169
18,Paredão sul,6,1409,olhos,247,1,1,4,231.012.003,Pote Raso com Travas,COZINHA,POTES,100,285,40,3795.92,67
18,Paredão sul,6,1409,olhos,247,1,1,5,241.024.001,Pote Raso com Válvula,COZINHA,POTES,117,285,40,93939.12,423
18,Paredão sul,6,1409,olhos,247,1,1,6,158.024.029,Pote Alto com Travas,COZINHA,POTES,110,285,85,54604.7,292
18,Paredão sul,7,1671,olhos,222,1,1,1,217.012.003,Pote Ultraforte com Travas,COZINHA,POTES,240,372,128,230051.12,513
18,Paredão sul,7,1671,olhos,222,1,1,2,2590.012.001,Pote Alto Retangular,COZINHA,POTES,150,285,72,187616.03,671
18,Paredão sul,7,1671,olhos,222,1,1,3,2590.012.003,Pote Alto Retangular,COZINHA,POTES,150,285,72,41793.72,124
19,Paredão norte,1,100,chao,323,2,1,1,277.012.003,Cesto Juta com Alças,ORGANIZACAO,ORGANIZACAO,184,285,175,36149.25,90
19,Paredão norte,1,100,chao,323,2,1,2,501.012.086,Caixa Organizadora Flat com Tampa,ORGANIZACAO,ORGANIZACAO,116,285,108,36008.52,85
19,Paredão norte,1,100,chao,323,2,1,3,161.012.002,Porta Tudo,ORGANIZACAO,ORGANIZACAO,139,285,98,33921.65,222
19,Paredão norte,1,100,chao,323,2,1,4,260.012.003,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,225,372,83,33329.17,149
19,Paredão norte,2,438,chao,323,2,1,1,068.012.086,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,225,372,148,86249.99,167
19,Paredão norte,2,438,chao,323,2,1,2,259.012.002,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,200,285,83,84493.05,157
19,Paredão norte,2,438,chao,323,2,1,3,047.012.003,Cesto Organizador Vime,ORGANIZACAO,ORGANIZACAO,210,372,170,81933.89,323
19,Paredão norte,2,438,chao,323,2,1,4,140.012.066,Estojo Multiuso,ORGANIZACAO,ORGANIZACAO,68,285,35,70165.55,548
19,Paredão norte,3,776,chao,247,2,1,1,138.012.001,Organiza Tudo com Divisórias Móveis,ORGANIZACAO,ORGANIZACAO,175,285,43,387480.06,861
19,Paredão norte,3,776,chao,247,2,1,2,214.006.003,Organizador Multiuso Rattan Com 6 Divisorias - Preto (214/P),ORGANIZACAO,ORGANIZACAO,178,285,160,373144.87,1009
19,Paredão norte,3,776,chao,247,2,1,3,068.012.002,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,225,372,148,330909.31,399
19,Paredão norte,3,776,chao,247,2,1,4,256.024.003,Cesto Alongado Juta,ORGANIZACAO,ORGANIZACAO,99,285,87,208536.31,538
19,Paredão norte,4,1038,maos,350,1,1,1,177.012.003,Cestinho com Alça,ORGANIZACAO,ORGANIZACAO,193,285,135,47173.58,305
19,Paredão norte,4,1038,maos,350,1,1,2,177.012.002,Cestinho com Alça,ORGANIZACAO,ORGANIZACAO,193,285,135,43834.29,266
19,Paredão norte,4,1038,maos,350,1,1,3,380.024.003,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,99,285,87,5045.04,39
19,Paredão norte,4,1038,maos,350,1,1,4,380.024.002,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,99,285,87,4378.08,24
19,Paredão norte,4,1038,maos,350,1,1,5,380.024.001,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,99,285,87,1274.88,33
19,Paredão norte,4,1038,maos,350,2,3,6,184.016.001,Transparente,ORGANIZACAO,ORGANIZACAO,7,285,152,21946.65,113
19,Paredão norte,4,1038,maos,350,2,3,7,184.010.003,10 Peças - Preto,ORGANIZACAO,ORGANIZACAO,7,285,152,2783.5,15
20,Paredão norte,1,100,chao,323,2,1,1,065.012.086,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,154,285,90,33301.31,180
20,Paredão norte,1,100,chao,323,2,1,2,502.012.086,Caixa Organizadora Flat com Tampa,ORGANIZACAO,ORGANIZACAO,175,285,107,33263.4,84
20,Paredão norte,1,100,chao,323,2,1,3,313.006.562,Organizador De Cosmeticos Com 2 Gavetas - Rosa,ORGANIZACAO,ORGANIZACAO,185,285,210,32732.74,125
20,Paredão norte,1,100,chao,323,2,1,4,003.006.012,Gaveteiro Com 3 Gavetas - Rosa,ORGANIZACAO,ORGANIZACAO,180,285,173,30463.28,127
20,Paredão norte,2,438,chao,323,2,1,1,269.012.002,Cesto Europa Juta,ORGANIZACAO,ORGANIZACAO,240,372,187,80495.08,144
20,Paredão norte,2,438,chao,323,2,1,2,214.006.086,Organizador Multiuso Rattan Com 6 Divisorias - Chumbo,ORGANIZACAO,ORGANIZACAO,177,285,160,78702.74,421
20,Paredão norte,2,438,chao,323,2,1,3,162.012.003,Cesto com Alça,ORGANIZACAO,ORGANIZACAO,244,372,148,76223.91,245
20,Paredão norte,3,776,chao,247,2,1,1,062.012.003,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,200,285,107,315555.5,538
20,Paredão norte,3,776,chao,247,2,1,2,068.012.003,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,225,372,148,314588.44,425
20,Paredão norte,3,776,chao,247,2,1,3,062.012.002,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,200,285,105,311737.11,431
20,Paredão norte,3,776,chao,247,2,1,4,011.036.001,Organiza Tudo com Divisórias Móveis,ORGANIZACAO,ORGANIZACAO,95,285,32,144071.01,577
20,Paredão norte,4,1038,maos,350,1,2,1,277.012.002,Cesto Juta com Alças,ORGANIZACAO,ORGANIZACAO,184,285,175,50511.77,90
20,Paredão norte,4,1038,maos,350,1,1,2,277.012.003,Cesto Juta com Alças,ORGANIZACAO,ORGANIZACAO,184,285,175,36149.25,90
20,Paredão norte,4,1038,maos,350,2,1,3,041.012.003,Organizador Multiuso Rattan Com 3 Divisorias - Preto (041/P),ORGANIZACAO,ORGANIZACAO,110,285,178,859105.0,1727
21,Paredão norte,1,100,chao,323,2,1,1,093.012.003,Cestinho Versátil,ORGANIZACAO,ORGANIZACAO,200,285,105,30385.67,260
21,Paredão norte,1,100,chao,323,2,1,2,444.012.001,Para Gavetas,ORGANIZACAO,ORGANIZACAO,175,285,30,24221.41,134
21,Paredão norte,1,100,chao,323,2,1,3,383.012.003,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,148,285,53,22662.17,164
21,Paredão norte,1,100,chao,323,2,1,4,257.012.086,Cesto Alongado Juta,ORGANIZACAO,ORGANIZACAO,132,285,116,20802.71,137
21,Paredão norte,1,100,chao,323,2,1,5,384.012.003,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,68,285,53,13905.69,195
21,Paredão norte,2,438,chao,323,2,1,1,047.012.002,Cesto Organizador Vime,ORGANIZACAO,ORGANIZACAO,210,372,170,72515.54,246
21,Paredão norte,2,438,chao,323,2,1,2,269.012.003,Cesto Europa Juta,ORGANIZACAO,ORGANIZACAO,240,372,187,67068.69,130
