parede,modulo,prateleira,altura_face_mm,zona,vao_livre_mm,ordem,referencia,nome,categoria,frente_mm,profundidade_min_mm,altura_mm,faturamento_12m,clientes
sul,14,7,1671,olhos,222,1,030.012.001,Pote Monterey com 3 Divisórias,POTES,212,285,55,250297.93,459
sul,14,7,1671,olhos,222,2,030.012.003,Pote Monterey com 3 Divisórias,POTES,212,285,55,25746.36,95
sul,14,7,1671,olhos,222,3,155.012.001,Pote Alto com Travas,POTES,110,285,90,227906.2,945
sul,14,7,1671,olhos,222,4,155.006.861,Kit Pote Alto Coloratto Com 2 Pecas - 850 Ml,POTES,110,285,180,13920.07,108
sul,14,7,1671,olhos,222,5,155.012.003,Pote Alto com Travas,POTES,110,285,90,12062.91,104
sul,15,4,886,maos,247,1,300.012.001,Pote Raso Retangular Raso,POTES,120,285,40,36798.57,352
sul,15,4,886,maos,247,2,300.012.003,Pote Raso Retangular Raso,POTES,120,285,40,5725.17,51
sul,15,4,886,maos,247,3,321.012.001,Pote Modular - Transparente 800Ml,POTES,110,285,100,35431.35,258
sul,15,4,886,maos,247,4,321.012.003,Pote Modular - Preto 800Ml,POTES,185,285,88,4867.21,57
sul,15,4,886,maos,247,5,352.012.001,Kit Potes Modulares com 3 Peças,POTES,93,285,231,11700.51,48
sul,15,4,886,maos,247,6,6120.050.001,Pote Raso com Travas,POTES,112,285,78,41338.23,213
sul,15,5,1148,maos,247,1,302.012.001,Pote Raso Retangular Raso,POTES,190,372,60,88924.57,386
sul,15,5,1148,maos,247,2,302.012.003,Pote Raso Retangular Raso,POTES,190,372,60,27256.68,67
sul,15,5,1148,maos,247,3,3840.016.003,Kit Pote Café e Açúcar,POTES,183,285,155,82918.9,140
sul,15,5,1148,maos,247,4,817.012.001,Pote Alto com Válvula,POTES,150,285,70,111682.0,364
sul,15,6,1409,olhos,247,1,075.024.001,Sanduicheira Pratic,POTES,125,285,70,83281.03,535
sul,15,6,1409,olhos,247,2,2270.012.001,Pote Redondo com Travas,POTES,205,285,101,110417.37,411
sul,15,6,1409,olhos,247,3,2270.012.003,Pote Redondo com Travas,POTES,205,285,101,94150.2,204
sul,15,6,1409,olhos,247,4,819.012.001,"Pote Alto Com Valvula - Transparente 4,6L",POTES,210,372,70,159834.31,302
sul,15,7,1671,olhos,222,1,103.024.003,Com Bandeja,POTES,125,285,60,250322.05,499
sul,15,7,1671,olhos,222,2,105.024.003,Marmita Bom Apetite Com Bandeija E Valvula - Preto 800Ml,POTES,127,285,70,248640.09,414
sul,15,7,1671,olhos,222,3,234.012.001,Pote Raso com Travas,POTES,180,285,80,236917.52,688
sul,15,7,1671,olhos,222,4,234.012.003,Pote Raso com Travas,POTES,180,285,80,18507.72,86
sul,15,7,1671,olhos,222,5,362.012.003,Pote Acucar Acoplado Com Rosca - 2L,POTES,140,285,179,248403.06,1001
sul,16,4,886,maos,247,1,157.024.009,Pote Alto com Travas,POTES,110,285,85,36913.5,195
sul,16,4,886,maos,247,2,279.012.024,Pote Alho Acoplado Com Rosca - 500Ml (279),POTES,118,285,82,36744.95,330
sul,16,4,886,maos,247,3,351.012.001,Kit Potes Modulares com 3 Peças,POTES,78,285,195,36282.03,102
sul,16,4,886,maos,247,4,351.012.003,Kit Potes Modulares com 3 Peças,POTES,113,285,58,3814.08,21
sul,16,4,886,maos,247,5,555.012.001,Pote com Tampa Fixa,POTES,105,285,65,30080.38,327
sul,16,4,886,maos,247,6,555.012.003,Pote com Tampa Fixa,POTES,105,285,65,5117.28,60
sul,16,4,886,maos,247,7,6130.030.001,Pote Raso Retangular com 3 Peças,POTES,112,285,117,40197.96,217
sul,16,5,1148,maos,247,1,205.006.862,Kit Pote Fit Coloratto Com 3 Pecas - 450Ml (290/K),POTES,95,285,171,62317.04,267
sul,16,5,1148,maos,247,2,205.006.861,Kit Pote Fit Coloratto Com 2 Pecas - 450Ml (285/K),POTES,95,285,114,27091.02,218
sul,16,5,1148,maos,247,3,205.012.001,Pote Retangular Fit,POTES,95,285,56,18753.91,234
sul,16,5,1148,maos,247,4,205.012.003,Pote Retangular Fit,POTES,95,285,56,5287.08,83
sul,16,5,1148,maos,247,5,322.006.001,"Pote Modular - Transparente 1,2L",POTES,110,285,146,64068.31,367
sul,16,5,1148,maos,247,6,322.006.003,"Pote Modular - Preto 1,2L",POTES,235,285,108,26921.94,53
sul,16,6,1409,olhos,247,1,154.012.001,Pote Alto com Travas,POTES,100,285,70,101377.25,826
sul,16,6,1409,olhos,247,2,154.006.861,Kit Pote Alto Coloratto Com 2 Pecas - 460Ml (286/K),POTES,100,285,140,36688.83,201
sul,16,6,1409,olhos,247,3,154.012.003,Pote Alto com Travas,POTES,100,285,70,8989.92,121
sul,16,6,1409,olhos,247,4,2570.012.001,Pote Alto Retangular,POTES,210,372,100,164887.93,456
sul,16,6,1409,olhos,247,5,2570.012.003,Pote Alto Retangular,POTES,210,372,100,25730.86,109
sul,16,7,1671,olhos,222,1,034.012.001,Pote Mônaco com 3 Divisórias,POTES,190,285,50,244281.34,712
sul,16,7,1671,olhos,222,2,034.012.003,Pote Mônaco com 3 Divisórias,POTES,190,285,50,5421.13,31
sul,16,7,1671,olhos,222,3,243.024.001,"Pote Raso Com Valvula - 1,9L (243)",POTES,185,372,59,231692.59,490
sul,16,7,1671,olhos,222,4,363.012.003,Pote Cafe Acoplado Com Rosca - 2L,POTES,140,285,179,247062.72,710
sul,17,4,886,maos,247,1,303.012.001,Pote Raso Retangular Raso,POTES,210,372,70,30679.37,171
sul,17,4,886,maos,247,2,303.012.003,Pote Raso Retangular Raso,POTES,210,372,70,2849.76,22
sul,17,4,886,maos,247,3,320.012.001,Pote Modular - Transparente 450Ml,POTES,93,285,82,31523.11,242
sul,17,4,886,maos,247,4,320.012.003,Pote Modular - Preto 450Ml,POTES,145,285,73,2566.8,39
sul,17,5,1148,maos,247,1,158.024.029,Pote Alto com Travas,POTES,110,285,85,54604.7,292
sul,17,5,1148,maos,247,2,246.024.001,Pote Alto com Válvula,POTES,120,285,70,79316.29,375
sul,17,5,1148,maos,247,3,311.012.517,Marmita e Pote 2 em 1,POTES,125,285,60,40540.93,183
sul,17,5,1148,maos,247,4,311.012.515,Marmita e Pote 2 em 1,POTES,125,285,60,33267.18,124
sul,17,5,1148,maos,247,5,311.012.002,Marmita e Pote 2 em 1,POTES,125,285,60,14889.18,142
sul,17,5,1148,maos,247,6,311.012.001,Marmita e Pote 2 em 1,POTES,125,285,60,8754.72,67
sul,17,6,1409,olhos,247,1,249.012.020,Pote Temperos Acoplado Com Rosca - 500Ml (249),POTES,118,285,82,63895.87,335
sul,17,6,1409,olhos,247,2,3760.012.001,Pote Quadrado com Travas,POTES,240,285,110,179756.96,406
sul,17,6,1409,olhos,247,3,3760.012.003,Pote Quadrado com Travas,POTES,240,285,110,3724.32,23
sul,17,6,1409,olhos,247,4,3820.016.644,Kit Pote Café e Açúcar,POTES,156,285,127,146163.07,546
sul,17,7,1671,olhos,222,1,151.012.001,Pote Alto com Travas,POTES,180,285,140,213603.16,544
sul,17,7,1671,olhos,222,2,151.012.003,Pote Alto com Travas,POTES,180,285,140,31858.92,78
sul,17,7,1671,olhos,222,3,217.012.003,Pote Ultraforte com Travas,POTES,240,372,128,230051.12,513
sul,17,7,1671,olhos,222,4,242.024.001,Pote Raso com Válvula,POTES,150,285,50,213170.68,563
sul,18,4,886,maos,247,1,683.004.M00,Base Teca com 2 Molheiras,TECA,88,285,180,2288.88,32
sul,18,4,886,maos,247,2,685.004.M00,Tábua de Servir Teca com 1 Molheira,TECA,230,285,18,2923.86,21
sul,18,5,1148,maos,247,1,390.012.M00,Tábua com Cabo Teca  P,TECA,150,285,12,10220.86,27
sul,18,5,1148,maos,247,2,507.004.M03,Teca com Gaveta,TECA,257,372,58,64622.1,36
sul,18,6,1409,olhos,247,1,256.006.M03,Caixa Juta Alongada com Tampa Teca,TECA,102,285,94,50486.31,86
sul,18,6,1409,olhos,247,2,256.006.M02,Caixa Juta Alongada com Tampa Teca,TECA,102,285,94,44972.78,69
sul,18,6,1409,olhos,247,3,385.006.M00,Tábua de Corte Teca M,TECA,230,372,18,45943.14,95
sul,18,7,1671,olhos,222,1,258.004.M03,Caixa Juta Alongada com Tampa Teca,TECA,165,372,150,116201.21,91
sul,18,7,1671,olhos,222,2,258.004.M02,Caixa Juta Alongada com Tampa Teca,TECA,165,372,150,95044.61,75
sul,18,7,1671,olhos,222,3,682.004.M00,Base Teca com 3 Molheiras,TECA,88,285,180,4229.52,40
sul,19,5,1148,maos,247,1,268.006.M02,Caixa Juta Europa com Tampa Teca,TECA,204,285,155,36260.8,44
sul,19,5,1148,maos,247,2,686.004.M00,Tábua de Servir Teca Com 3 Molheiras,TECA,210,372,18,11504.17,39
sul,19,6,1409,olhos,247,1,391.006.M00,Tábua com Cabo Teca M,TECA,180,372,12,27065.32,60
sul,19,6,1409,olhos,247,2,680.004.M00,Boleira Teca Com Acrílico,TECA,255,285,115,66879.17,105
sul,19,7,1671,olhos,222,1,257.006.M03,Caixa Juta Alongada com Tampa Teca,TECA,133,285,125,98395.97,98
sul,19,7,1671,olhos,222,2,257.006.M02,Caixa Juta Alongada com Tampa Teca,TECA,133,285,125,89490.58,95
sul,19,7,1671,olhos,222,3,681.004.M00,Queijeira Teca com Acrílico,TECA,165,285,95,38060.09,102
fundo,1,4,1372,maos,247,1,012.012.016,Porta Sabão em Pó,LIMPEZA,79,285,157,45511.38,532
fundo,1,4,1372,maos,247,2,024.012.002,Cestinho para Prendedor ﬂoral,LIMPEZA,144,285,135,39072.14,312
fundo,1,4,1372,maos,247,3,024.012.003,Cestinho para Prendedor ﬂoral,LIMPEZA,144,285,135,37819.05,293
fundo,1,4,1372,maos,247,4,113.012.003,Tanquinho Porta Sabão em Barra,LIMPEZA,129,285,122,33847.66,295
fundo,1,4,1372,maos,247,5,113.012.002,Tanquinho Porta Sabão em Barra,LIMPEZA,129,285,122,24128.19,202
fundo,1,5,1633,olhos,260,1,008.012.003,Porta Sabão em Pó,LIMPEZA,105,285,250,238697.68,508
fundo,1,5,1633,olhos,260,2,008.012.002,Porta Sabão em Pó com Dosador,LIMPEZA,105,285,250,194491.75,355
fundo,1,5,1633,olhos,260,3,128.012.003,Cestinho para Prendedor ﬂoral,LIMPEZA,188,285,110,101786.96,672
fundo,1,5,1633,olhos,260,4,128.012.002,Cestinho para Prendedor,LIMPEZA,188,285,110,50495.34,343
fundo,1,5,1633,olhos,260,5,185.012.003,Porta Vassouras com 9 posições,LIMPEZA,50,372,50,639710.47,1115
fundo,1,5,1633,olhos,260,6,185.012.002,Porta Vassouras com 9 posições,LIMPEZA,50,372,50,419905.88,761
fundo,2,4,1372,maos,247,1,098.012.999,Balde Limpex,LIMPEZA,283,372,243,15666.52,68
fundo,2,5,1633,olhos,260,1,017.024.999,Pá de Lixo Inova,LIMPEZA,225,372,102,89603.83,281
fundo,2,5,1633,olhos,260,2,284.012.003,Cesto Transporta Tudo,LIMPEZA,263,372,182,215018.36,355
fundo,2,5,1633,olhos,260,3,284.012.002,Cesto Transporta Tudo,LIMPEZA,263,372,182,137871.97,245
fundo,3,1,100,chao,490,1,397.004.003,Lixeira Flat com Pedal,LIXEIRAS,256,285,320,260713.43,438
fundo,3,1,100,chao,490,2,397.004.002,Lixeira Flat com Pedal,LIXEIRAS,256,285,320,150237.85,298
fundo,3,2,605,chao,490,1,052.006.003,Lixeira Rattan com Pedal,LIXEIRAS,208,285,260,1019431.18,1313
fundo,3,2,605,chao,490,2,052.006.002,Lixeira Rattan com Pedal,LIXEIRAS,210,285,260,904483.82,1110
fundo,3,2,605,chao,490,3,052.006.086,Lixeira Rattan com Pedal,LIXEIRAS,208,285,260,550624.96,688
fundo,3,5,1633,olhos,260,1,450.012.086,Lixeira Juta com Clique,LIXEIRAS,160,285,225,99126.44,133
fundo,3,5,1633,olhos,260,2,450.012.002,Lixeira Juta com Clique,LIXEIRAS,160,285,225,90322.67,183
fundo,3,5,1633,olhos,260,3,450.012.003,Lixeira Juta com Clique,LIXEIRAS,160,285,225,79395.04,186
fundo,4,1,100,chao,490,1,150.004.003,Lixeira com Pedal,LIXEIRAS,295,372,364,265669.61,530
fundo,4,1,100,chao,490,2,150.004.002,Lixeira com Pedal,LIXEIRAS,297,372,363,140267.7,396
fundo,4,2,605,chao,490,1,163.004.003,Lixeira Vime,LIXEIRAS,232,285,320,770151.73,890
fundo,4,2,605,chao,490,2,163.004.002,Lixeira Vime,LIXEIRAS,232,285,320,302408.01,610
fundo,4,2,605,chao,490,3,163.004.086,Lixeira Vime,LIXEIRAS,232,285,320,173982.25,432
fundo,4,5,1633,olhos,260,1,091.012.003,Lixeira Verona,LIXEIRAS,196,285,207,37070.14,330
fundo,4,5,1633,olhos,260,2,091.012.002,Lixeira Verona,LIXEIRAS,196,285,207,26608.88,243
fundo,5,1,100,chao,490,1,130.012.003,Lixeira Retrátil,LIXEIRAS,158,285,275,187630.49,718
fundo,5,1,100,chao,490,2,130.012.002,Lixeira Retrátil,LIXEIRAS,158,285,275,92278.44,482
fundo,5,1,100,chao,490,3,173.012.003,Lixeira Fênix,LIXEIRAS,200,285,292,42927.25,255
fundo,5,1,100,chao,490,4,173.012.002,Lixeira Fênix,LIXEIRAS,200,285,292,34939.9,217
fundo,5,2,605,chao,490,1,134.012.003,Lixeira Basculante Rattan,LIXEIRAS,160,285,300,561419.34,911
fundo,5,2,605,chao,490,2,134.012.002,Lixeira Basculante Rattan,LIXEIRAS,160,285,300,266784.28,707
fundo,5,2,605,chao,490,3,134.012.086,Lixeira Basculante Rattan,LIXEIRAS,160,285,300,144700.48,313
fundo,5,2,605,chao,490,4,397.004.086,Lixeira Flat com Pedal,LIXEIRAS,256,285,320,54884.09,164
fundo,5,5,1633,olhos,260,1,453.012.003,Lixeira Rattan com Clique,LIXEIRAS,160,285,225,29807.16,168
fundo,5,5,1633,olhos,260,2,453.012.002,Lixeira Rattan com Clique,LIXEIRAS,160,285,225,21317.85,105
fundo,5,5,1633,olhos,260,3,453.012.086,Lixeira Rattan com Clique,LIXEIRAS,160,285,225,10017.18,48
fundo,6,1,100,chao,490,1,148.004.003,Lixeira Basculante,LIXEIRAS,240,372,430,174129.59,365
fundo,6,1,100,chao,490,2,148.004.002,Lixeira Basculante,LIXEIRAS,240,372,430,99519.05,264
fundo,6,2,605,chao,490,1,283.004.003,Lixeira Juta com Pedal,LIXEIRAS,175,372,325,380323.43,559
fundo,6,2,605,chao,490,2,283.004.002,Lixeira Juta com Pedal,LIXEIRAS,175,372,325,331767.33,427
fundo,6,2,605,chao,490,3,283.004.086,Lixeira Juta com Pedal,LIXEIRAS,175,372,325,157024.27,264
fundo,7,1,100,chao,490,1,449.006.003,Lixeira Juta com Pedal,LIXEIRAS,163,285,260,137034.32,452
fundo,7,1,100,chao,490,2,449.006.002,Lixeira Juta com Pedal,LIXEIRAS,163,285,260,47808.72,235
fundo,7,1,100,chao,490,3,449.006.086,Lixeira Juta com Pedal,LIXEIRAS,163,285,260,20915.57,121
fundo,7,2,605,chao,490,1,396.006.003,Lixeira Flat com Pedal,LIXEIRAS,172,285,268,422993.52,494
fundo,7,2,605,chao,490,2,396.006.002,Lixeira Flat com Pedal,LIXEIRAS,172,285,268,301157.16,349
fundo,7,2,605,chao,490,3,396.006.086,Lixeira Flat com Pedal,LIXEIRAS,172,285,268,71101.47,200
fundo,8,1,100,chao,490,1,398.004.003,Lixeira Flat com Clique,LIXEIRAS,185,372,315,50066.56,232
fundo,8,1,100,chao,490,2,398.004.086,Lixeira Flat com Clique,LIXEIRAS,185,372,315,28048.78,80
fundo,8,1,100,chao,490,3,398.004.002,Lixeira Flat com Clique,LIXEIRAS,185,372,315,18599.4,159
fundo,8,2,605,chao,490,1,100.006.003,Lixeira com Pedal,LIXEIRAS,230,285,272,319162.37,789
fundo,8,2,605,chao,490,2,100.006.002,Lixeira com Pedal,LIXEIRAS,230,285,272,217844.17,668
fundo,9,1,100,chao,490,1,211.012.002,Cantoneira Para Banheiro Smart - Branco (211/B),BANHEIRO,170,285,300,106403.06,440
fundo,9,1,100,chao,490,2,211.012.003,Cantoneira Para Banheiro Smart - Preto (211/P),BANHEIRO,173,285,300,93948.91,427
fundo,9,2,605,chao,490,1,079.012.003,Prateleira Madri,BANHEIRO,92,285,396,422170.48,1167
fundo,9,2,605,chao,490,2,079.012.002,Prateleira Madri,BANHEIRO,92,285,396,205126.37,903
fundo,9,2,605,chao,490,3,095.012.003,Banheiro Premium,BANHEIRO,143,285,386,363781.98,842
fundo,9,2,605,chao,490,4,095.012.002,Banheiro Premium,BANHEIRO,143,285,386,351926.18,850
fundo,9,3,1110,maos,247,1,547.012.003,Porta Algodão e Cotonete Flat,BANHEIRO,80,285,135,9669.21,189
fundo,9,3,1110,maos,247,2,547.012.002,Porta Algodão e Cotonete Flat,BANHEIRO,80,285,135,9652.16,167
fundo,9,3,1110,maos,247,3,547.012.086,Porta Algodão e Cotonete Flat,BANHEIRO,80,285,135,5928.4,102
fundo,9,4,1372,maos,247,1,076.024.001,Saboneteira com Tampa,BANHEIRO,78,285,42,86577.03,715
fundo,9,4,1372,maos,247,2,076.024.066,Saboneteira com Tampa,BANHEIRO,78,285,42,32256.8,721
fundo,9,4,1372,maos,247,3,546.012.003,Porta Escovas Flat,BANHEIRO,80,285,208,76977.55,579
fundo,9,4,1372,maos,247,4,546.012.002,Porta Escovas Flat,BANHEIRO,80,285,208,48982.58,411
fundo,9,4,1372,maos,247,5,548.024.002,Saboneteira com Tela Flat,BANHEIRO,76,285,23,34862.37,792
fundo,9,4,1372,maos,247,6,548.024.003,Saboneteira com Tela Flat,BANHEIRO,76,285,23,34773.42,933
fundo,9,4,1372,maos,247,7,548.024.086,Saboneteira com Tela Flat,BANHEIRO,76,285,23,16076.44,347
fundo,9,5,1633,olhos,260,1,092.012.002,Parede com Ventosa,BANHEIRO,95,285,75,143220.46,579
fundo,9,5,1633,olhos,260,2,092.012.003,Parede com Ventosa,BANHEIRO,95,285,75,50636.38,623
fundo,9,5,1633,olhos,260,3,122.012.003,Saboneteira com Tampa,BANHEIRO,89,285,202,534063.95,1170
fundo,9,5,1633,olhos,260,4,122.012.002,Parede com Ventosa,BANHEIRO,89,285,202,501028.91,1209
fundo,9,5,1633,olhos,260,5,122.012.066,Saboneteira com Telinha,BANHEIRO,89,285,202,316533.9,948
fundo,9,5,1633,olhos,260,6,193.024.001,Saboneteira com Telinha,BANHEIRO,78,285,42,104539.66,1070
fundo,9,5,1633,olhos,260,7,193.024.066,Saboneteira com Telinha,BANHEIRO,78,285,42,80303.39,1037
norte,1,4,886,maos,247,1,177.012.003,Cestinho com Alça,ORGANIZACAO,193,285,135,47173.58,305
norte,1,4,886,maos,247,2,177.012.002,Cestinho com Alça,ORGANIZACAO,193,285,135,43834.29,266
norte,1,4,886,maos,247,3,277.012.002,Cesto Juta com Alças,ORGANIZACAO,184,285,175,50511.77,90
norte,1,4,886,maos,247,4,277.012.003,Cesto Juta com Alças,ORGANIZACAO,184,285,175,36149.25,90
norte,1,5,1148,maos,247,1,161.012.002,Porta Tudo,ORGANIZACAO,139,285,98,33921.65,222
norte,1,5,1148,maos,247,2,268.012.003,Cesto Europa Juta,ORGANIZACAO,202,285,150,170760.01,257
norte,1,5,1148,maos,247,3,268.012.002,Cesto Europa Juta,ORGANIZACAO,202,285,150,63098.7,163
norte,1,5,1148,maos,247,4,444.012.001,Para Gavetas,ORGANIZACAO,175,285,30,24221.41,134
norte,1,6,1409,olhos,247,1,004.006.003,Gaveteiro Com 4 Gavetas - Preta (004/4P),ORGANIZACAO,180,285,225,739649.29,589
norte,1,6,1409,olhos,247,2,004.006.002,Gaveteiro Com 4 Gavetas - Branca (004/4B),ORGANIZACAO,180,285,225,472218.28,359
norte,1,6,1409,olhos,247,3,004.006.012,Gaveteiro Com 4 Gavetas - Rosa,ORGANIZACAO,180,285,225,183630.34,121
norte,1,6,1409,olhos,247,4,446.012.001,Pincéis e Acessórios,ORGANIZACAO,95,285,105,86705.0,301
norte,1,7,1671,olhos,222,1,013.050.004,Suporte Para Botijão,ORGANIZACAO,290,372,60,1278677.41,722
norte,1,7,1671,olhos,222,2,013.050.003,Suporte Para Botijão,ORGANIZACAO,290,372,60,663645.62,1146
norte,1,7,1671,olhos,222,3,019.024.001,Maleta Organiza Tudo c/Divis. Móveis,ORGANIZACAO,118,285,41,408590.74,872
norte,1,7,1671,olhos,222,4,184.016.001,Transparente,ORGANIZACAO,7,285,152,21946.65,113
norte,1,7,1671,olhos,222,5,184.010.003,10 Peças - Preto,ORGANIZACAO,7,285,152,2783.5,15
norte,2,4,886,maos,247,1,383.012.003,Organizador de Gavetas Modular,ORGANIZACAO,148,285,53,22662.17,164
norte,2,4,886,maos,247,2,383.012.002,Organizador de Gavetas Modular,ORGANIZACAO,148,285,53,19378.92,111
norte,2,4,886,maos,247,3,383.012.001,Organizador de Gavetas Modular,ORGANIZACAO,148,285,53,15312.35,184
norte,2,5,1148,maos,247,1,503.006.002,Caixa Organizadora Flat com Tampa,ORGANIZACAO,259,372,139,126819.02,156
norte,2,5,1148,maos,247,2,503.006.086,Caixa Organizadora Flat com Tampa,ORGANIZACAO,261,372,139,52220.88,110
norte,2,6,1409,olhos,247,1,256.024.003,Cesto Alongado Juta,ORGANIZACAO,99,285,87,208536.31,538
norte,2,6,1409,olhos,247,2,256.024.002,Cesto Alongado Juta,ORGANIZACAO,99,285,87,124128.81,416
norte,2,6,1409,olhos,247,3,256.024.086,Cesto Alongado Juta,ORGANIZACAO,99,285,87,21183.09,140
norte,2,6,1409,olhos,247,4,257.012.003,Cesto Alongado Juta,ORGANIZACAO,132,285,116,227096.15,578
norte,2,6,1409,olhos,247,5,257.012.002,Cesto Alongado Juta,ORGANIZACAO,132,285,116,165738.06,446
norte,2,6,1409,olhos,247,6,257.012.086,Cesto Alongado Juta,ORGANIZACAO,132,285,116,20802.71,137
norte,2,7,1671,olhos,222,1,041.012.003,Organizador Multiuso Rattan Com 3 Divisorias - Preto (041/P),ORGANIZACAO,110,285,178,859105.0,1727
norte,2,7,1671,olhos,222,2,041.012.002,Organizador Multiuso Rattan Com 3 Divisórias - Branco (041/B),ORGANIZACAO,110,285,178,341502.29,1186
norte,2,7,1671,olhos,222,3,041.012.086,Organizador Multiuso Rattan Com 3 Divisorias - Chumbo,ORGANIZACAO,110,285,178,92531.34,593
norte,2,7,1671,olhos,222,4,106.012.001,Maleta Organiza Tudo c/Divis. Móveis,ORGANIZACAO,195,372,48,533419.13,783
norte,2,7,1671,olhos,222,5,138.012.001,Organiza Tudo com Divisórias Móveis,ORGANIZACAO,175,285,43,387480.06,861
norte,3,4,886,maos,247,1,093.012.003,Cestinho Versátil,ORGANIZACAO,200,285,105,30385.67,260
norte,3,4,886,maos,247,2,093.012.002,Cestinho Versátil,ORGANIZACAO,200,285,105,20513.51,185
norte,3,5,1148,maos,247,1,047.012.003,Cesto Organizador Vime,ORGANIZACAO,210,372,170,81933.89,323
norte,3,5,1148,maos,247,2,047.012.002,Cesto Organizador Vime,ORGANIZACAO,210,372,170,72515.54,246
norte,3,5,1148,maos,247,3,380.024.003,Organizador de Gavetas Modular,ORGANIZACAO,99,285,87,5045.04,39
norte,3,5,1148,maos,247,4,380.024.002,Organizador de Gavetas Modular,ORGANIZACAO,99,285,87,4378.08,24
norte,3,5,1148,maos,247,5,380.024.001,Organizador de Gavetas Modular,ORGANIZACAO,99,285,87,1274.88,33
norte,3,6,1409,olhos,247,1,003.006.003,Gaveteiro Com 3 Gavetas - Preta (004/3P),ORGANIZACAO,180,285,173,232957.21,499
norte,3,6,1409,olhos,247,2,003.006.002,Gaveteiro Com 3 Gavetas - Branca (004/3B),ORGANIZACAO,180,285,173,135422.22,337
norte,3,6,1409,olhos,247,3,003.006.012,Gaveteiro Com 3 Gavetas - Rosa,ORGANIZACAO,180,285,173,30463.28,127
norte,3,6,1409,olhos,247,4,308.006.520,Estojo Super Prático,ORGANIZACAO,205,285,59,51702.32,115
norte,3,7,1671,olhos,222,1,011.036.001,Organiza Tudo com Divisórias Móveis,ORGANIZACAO,95,285,32,144071.01,577
norte,3,7,1671,olhos,222,2,198.012.001,Estojo Super Prático,ORGANIZACAO,64,285,40,127247.8,549
norte,3,7,1671,olhos,222,3,198.012.066,Estojo Super Prático,ORGANIZACAO,64,285,40,81519.59,423
norte,3,7,1671,olhos,222,4,254.006.002,Modular Rattan,ORGANIZACAO,265,372,145,508523.35,246
norte,3,7,1671,olhos,222,5,254.006.001,Modular Rattan,ORGANIZACAO,265,372,145,404940.5,326
norte,4,4,886,maos,247,1,382.012.001,Organizador de Gavetas Modular,ORGANIZACAO,147,285,53,9445.83,155
norte,4,4,886,maos,247,2,382.012.003,Organizador de Gavetas Modular,ORGANIZACAO,147,285,53,7819.44,133
norte,4,4,886,maos,247,3,382.012.002,Organizador de Gavetas Modular,ORGANIZACAO,147,285,53,5162.76,90
norte,4,5,1148,maos,247,1,269.012.002,Cesto Europa Juta,ORGANIZACAO,240,372,187,80495.08,144
norte,4,5,1148,maos,247,2,269.012.003,Cesto Europa Juta,ORGANIZACAO,240,372,187,67068.69,130
norte,4,6,1409,olhos,247,1,065.012.003,Rattan com Tampa,ORGANIZACAO,154,285,90,200308.95,485
norte,4,6,1409,olhos,247,2,065.012.002,Rattan com Tampa,ORGANIZACAO,155,285,93,157591.03,399
norte,4,6,1409,olhos,247,3,065.012.086,Rattan com Tampa,ORGANIZACAO,154,285,90,33301.31,180
norte,4,6,1409,olhos,247,4,254.006.003,Modular Rattan,ORGANIZACAO,265,372,145,248265.19,285
norte,4,7,1671,olhos,222,1,068.012.002,Rattan com Tampa,ORGANIZACAO,225,372,148,330909.31,399
norte,4,7,1671,olhos,222,2,068.012.003,Rattan com Tampa,ORGANIZACAO,225,372,148,314588.44,425
norte,4,7,1671,olhos,222,3,068.012.086,Rattan com Tampa,ORGANIZACAO,225,372,148,86249.99,167
norte,5,5,1148,maos,247,1,259.012.002,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,200,285,83,84493.05,157
norte,5,5,1148,maos,247,2,259.012.003,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,200,285,83,47459.02,83
norte,5,5,1148,maos,247,3,259.012.086,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,200,285,83,12165.72,74
norte,5,6,1409,olhos,247,1,381.012.003,Organizador de Gavetas Modular,ORGANIZACAO,72,372,53,22946.91,183
norte,5,6,1409,olhos,247,2,381.012.002,Organizador de Gavetas Modular,ORGANIZACAO,72,372,53,19444.8,122
norte,5,6,1409,olhos,247,3,381.012.001,Organizador de Gavetas Modular,ORGANIZACAO,72,372,53,19097.22,209
norte,5,6,1409,olhos,247,4,503.006.001,Caixa Organizadora Flat com Tampa,ORGANIZACAO,259,372,139,165707.81,305
norte,5,6,1409,olhos,247,5,503.006.003,Caixa Organizadora Flat com Tampa,ORGANIZACAO,259,372,139,147690.73,220
norte,5,7,1671,olhos,222,1,062.012.003,Rattan com Tampa,ORGANIZACAO,200,285,107,315555.5,538
norte,5,7,1671,olhos,222,2,062.012.002,Rattan com Tampa,ORGANIZACAO,200,285,105,311737.11,431
norte,5,7,1671,olhos,222,3,062.012.086,Rattan com Tampa,ORGANIZACAO,200,285,107,60957.32,188
norte,5,7,1671,olhos,222,4,140.012.001,Estojo Multiuso,ORGANIZACAO,68,285,35,130666.19,865
norte,5,7,1671,olhos,222,5,140.012.066,Estojo Multiuso,ORGANIZACAO,68,285,35,70165.55,548
norte,6,5,1148,maos,247,1,162.012.003,Cesto com Alça,ORGANIZACAO,244,372,148,76223.91,245
